attack_army_id	defense_army_id	median_fraction_ipc_winner	min_fraction_ipc_winner	max_fraction_ipc_winner	percentile_25	percentile_75	iqr_fraction_ipc_winner	mod_t_fraction_ipc_winner	abs_mod_t_fraction_ipc_winner
6	65	-0.8	-1.0	-0.3	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
7	52	-0.8	-1.0	0.8666666666666667	-0.8	-0.6	0.20000000000000007	-3.999999999999999	3.999999999999999
10	65	-0.8	-1.0	0.4	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	32	-0.8	-1.0	0.8571428571428571	-0.8	-0.6	0.20000000000000007	-3.999999999999999	3.999999999999999
11	49	-0.8	-1.0	0.8571428571428571	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	52	-0.8	-1.0	0.8571428571428571	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	53	-0.8	-1.0	0.8571428571428571	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	59	-0.8	-1.0	0.7142857142857143	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	61	-0.8	-1.0	0.3571428571428571	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	63	-0.8	-1.0	0.8571428571428571	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
11	65	-0.8	-1.0	1.0	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
21	32	-0.8	-1.0	1.0	-0.8	-0.6	0.20000000000000007	-3.999999999999999	3.999999999999999
21	49	-0.8	-1.0	0.896551724137931	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
21	59	-0.8	-1.0	0.6896551724137931	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
21	61	-0.8	-1.0	0.6896551724137931	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
21	63	-0.8	-1.0	0.3448275862068966	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
21	65	-0.8	-1.0	-0.1	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
28	65	-0.8	-1.0	-0.1	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
29	49	-0.8	-1.0	0.7857142857142857	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
29	59	-0.8	-1.0	0.7857142857142857	-0.9	-0.7	0.20000000000000007	-3.999999999999999	3.999999999999999
